genes	logFC	logCPM	LR	PValue	FDR
TRINITY_DN22845_c1_g1	4.38601227504342	0.687999469656532	17.6151942087427	2.70419154159318e-05	0.0203887591637558
TRINITY_DN17790_c0_g2	1.70657807334446	0.920579726029226	16.6148945235609	4.57900065860422e-05	0.0339930919661981
TRINITY_DN212335_c0_g1	3.35368236674764	1.17399697085291	16.5224874678766	4.80764964350545e-05	0.0351497463481382
TRINITY_DN96794_c0_g4	4.71901889446742	0.433156699707474	16.2931616239431	5.425941130994e-05	0.0390781139305947
TRINITY_DN41965_c0_g3	3.01200764181473	0.985041873845078	16.2460028972609	5.56268266493878e-05	0.0391540600708607
TRINITY_DN7676_c1_g1	-3.14138134275779	1.10188185504469	16.2337518937108	5.59876931423174e-05	0.0391540600708607
TRINITY_DN13650_c0_g2	3.04084478539352	1.54123248566317	16.1487313365884	5.8557778841882e-05	0.0403663865748025
TRINITY_DN60792_c0_g1	-1.74523327688731	3.38282511064603	16.0563134947084	6.14862739417768e-05	0.0408411495559045
TRINITY_DN1399_c4_g3	1.78972289114697	2.13140728994769	16.0526180476248	6.16063886657017e-05	0.0408411495559045
TRINITY_DN55252_c0_g1	2.52730656175243	0.546505314315016	16.0471168846022	6.17856326435328e-05	0.0408411495559045
TRINITY_DN11582_c1_g1	-2.0598943362995	0.857558191792157	15.9942750035967	6.35343196360743e-05	0.0414295278340423
TRINITY_DN8335_c0_g2	-2.09750198301523	1.79998211434161	15.9256909106239	6.58784145105546e-05	0.0423852935172307
TRINITY_DN19789_c0_g1	-2.7888261975175	0.442662054418797	15.8391661998755	6.89602167163979e-05	0.0437842933872771
TRINITY_DN5002_c0_g5	-3.92074227082453	0.749636810796391	15.6123562652124	7.77448927311533e-05	0.048419015339883
TRINITY_DN27255_c0_g2	2.30412091620039	0.367418099793226	15.5997064520347	7.82667384364172e-05	0.048419015339883
