genes	logFC	logCPM	LR	PValue	FDR
TRINITY_DN5132_c1_g1	-1.18398988160599	6.14233367744821	14.2707987294025	0.000158301763595259	0.0241730800649545
TRINITY_DN31226_c0_g1	2.17168110525498	1.65506006743097	14.2617990201041	0.000159060508647587	0.0242123210860588
TRINITY_DN38493_c0_g1	1.29504509415618	4.56108166104879	14.246873330413	0.000160326942082207	0.0242318645075561
TRINITY_DN1923_c2_g2	1.0404043834756	1.51545183794375	14.2464678139619	0.000160361491174817	0.0242318645075561
TRINITY_DN118101_c0_g1	3.38690855050679	0.811484706607383	14.2425529245901	0.000160695416803124	0.0242318645075561
TRINITY_DN19886_c0_g1	1.32967077155181	1.09856423602768	14.2332767853504	0.000161489435357754	0.0242757358683896
TRINITY_DN32189_c0_g1	1.21132057312056	4.69020851761595	14.155236507782	0.0001683279332925	0.0251309758483673
TRINITY_DN2266_c3_g1	0.925599674064105	4.67406078132224	14.1533200329586	0.000168499489668902	0.0251309758483673
TRINITY_DN28854_c4_g1	1.21733449283664	0.836630216546374	14.1506235834699	0.000168741164978468	0.0251309758483673
TRINITY_DN73989_c0_g1	3.08405026062909	0.269849626129623	14.1379621620123	0.000169880649885366	0.0251686240721984
TRINITY_DN8001_c0_g1	1.57669796061115	3.93954110713915	14.1362301625506	0.000170037125368605	0.0251686240721984
TRINITY_DN4426_c1_g1	-2.55176069671845	0.686448826011029	14.1297349973382	0.00017062521754711	0.025178438065805
TRINITY_DN111590_c0_g1	3.76923448912107	1.48982400217064	14.1198653424733	0.000171522770333299	0.0252337187794604
TRINITY_DN93649_c0_g1	1.0409490471197	2.95757619501459	14.0506813686965	0.000177949347653866	0.026025725964207
TRINITY_DN1014_c0_g2	2.29952705786918	2.71835654254673	14.050304320076	0.000177985028561121	0.026025725964207
TRINITY_DN28120_c0_g1	3.71867658449082	2.59238726715861	14.0434461128682	0.000178635294273755	0.0260418957398362
TRINITY_DN32272_c1_g2	-3.1356522375628	0.766913205637522	14.0313665601721	0.000179786450298871	0.0261307691949449
TRINITY_DN42704_c0_g2	-1.85370288013914	1.50594179042914	14.0246640092701	0.00018042840959426	0.0261453227524366
TRINITY_DN4147_c0_g1	1.51710011867424	2.97786137914759	13.9992500603433	0.000182883561642352	0.0263545788732198
TRINITY_DN16203_c0_g2	2.90763752177622	3.82005616254941	13.9984149263641	0.00018296480960187	0.0263545788732198
TRINITY_DN37016_c0_g1	-1.15002477438787	0.548568146742048	13.9888836188061	0.000183894664541907	0.0264096819726345
TRINITY_DN2141_c1_g1	0.898652669286422	1.886718250998	13.9725375619577	0.000185500448507391	0.0264946667565297
TRINITY_DN99488_c0_g1	1.28080204225491	0.205584189167633	13.9671176723753	0.000186035993066559	0.0264946667565297
TRINITY_DN2165_c0_g2	-1.87071992466254	3.48785415241836	13.9661312798158	0.000186133626859194	0.0264946667565297
TRINITY_DN6986_c0_g1	1.24683762458255	1.52390563732224	13.9414776403552	0.000188590698598247	0.0267654575592936
TRINITY_DN16999_c1_g1	-2.13494095948518	0.108036244261603	13.9210865786771	0.000190647617020451	0.026978035518196
TRINITY_DN11828_c0_g1	4.86635936029763	5.5565626895583	13.9102536285804	0.000191749552058665	0.027054628318827
TRINITY_DN22112_c0_g1	1.51002730552057	2.03444321863133	13.8886868679434	0.000193962477004184	0.0272870710360347
TRINITY_DN1123_c0_g1	1.10043427773355	2.67972851298776	13.8589833143717	0.000197052486602384	0.0276411938619518
TRINITY_DN977_c4_g1	1.28441776544793	1.58959259412093	13.8255663280385	0.000200588123748822	0.0280555922416685
TRINITY_DN415_c0_g1	-1.5716123646871	2.50256027543947	13.8053271642496	0.000202760505627146	0.028184421557282
TRINITY_DN75674_c0_g1	1.87782978944996	0.459656462108585	13.7950868929159	0.000203868665446204	0.028184421557282
TRINITY_DN36914_c1_g1	1.66011003482179	1.284860001085	13.7935522255005	0.000204035265744978	0.028184421557282
TRINITY_DN26611_c1_g1	2.78651105572856	1.2799063666668	13.7924516874024	0.000204154822311811	0.028184421557282
TRINITY_DN67912_c1_g1	2.26393016700842	0.257231337335435	13.7899244623211	0.000204429633710131	0.028184421557282
TRINITY_DN2416_c1_g1	1.957662147251	0.14618628734244	13.774484873447	0.000206116652750196	0.0283360483242392
TRINITY_DN457_c4_g1	-1.56864552625404	2.03438278384898	13.7633803439446	0.000207338663459136	0.0284023538945665
TRINITY_DN35340_c0_g1	1.65949197880593	1.04557850908944	13.7479428068553	0.000209049642273182	0.0284023538945665
TRINITY_DN220252_c0_g1	0.842159574084227	3.5782261199135	13.7464590562622	0.000209214837345969	0.0284023538945665
TRINITY_DN730_c0_g1	1.6651939602874	4.1616725008669	13.7441743657197	0.000209469463201868	0.0284023538945665
TRINITY_DN15352_c1_g2	4.08441116023307	2.28173770892729	13.7435243366447	0.000209541965152437	0.0284023538945665
TRINITY_DN28371_c0_g2	1.21250876006694	0.356853851556142	13.7281911714799	0.000211259523934034	0.0284930485767266
TRINITY_DN25662_c0_g1	-0.917933350023453	0.463691510340318	13.7270134042864	0.000211392037768229	0.0284930485767266
TRINITY_DN3023_c0_g2	4.41331536994493	6.2531946005651	13.7047892768011	0.000213908295207019	0.0287518965930906
TRINITY_DN8484_c1_g1	1.46246145235776	5.10727134536995	13.6863270794282	0.000216021554108373	0.0289552890887373
TRINITY_DN76462_c1_g2	-2.44469593176669	0.898383065763979	13.6537967644784	0.000219796427825154	0.0293796588040858
TRINITY_DN196858_c0_g1	4.11445541416021	1.119348532981	13.6177953224101	0.000224051638273191	0.0298657120255098
TRINITY_DN47345_c1_g1	-2.11268894642863	0.936003595760075	13.6086953524284	0.000225140294999232	0.0299281537049392
TRINITY_DN16564_c2_g1	1.31101565402401	2.16179614652959	13.5948383642025	0.000226808295265518	0.0300670535157756
TRINITY_DN110707_c0_g1	2.9230994152296	0.367117520109641	13.5578932835772	0.000231316583999764	0.0305806861488345
TRINITY_DN11222_c0_g1	2.6951826578752	1.64851498211193	13.5451755844545	0.000232889287720065	0.0307044800263497
TRINITY_DN17706_c0_g1	-1.89248478794339	3.12213402366039	13.5025725828716	0.000238236621831411	0.0311625904817955
TRINITY_DN49835_c1_g1	1.39747327786878	1.90465917704026	13.4991178502585	0.000238675630201056	0.0311625904817955
TRINITY_DN63824_c0_g1	2.43162669250564	3.26125231051739	13.4977406116344	0.000238850869290526	0.0311625904817955
