genes	logFC	logCPM	LR	PValue
TRINITY_DN10279_c0_g1	0.21172701841831	6.52951709193955	1.2465009750621	0.264221825842016
TRINITY_DN16226_c0_g1	-2.37493794813476	1.79129162797099	9.91417766172649	0.0016401040244432
TRINITY_DN192696_c0_g1	-0.332474267956883	0.305467337194847	0.908587271374982	0.340489535239602
TRINITY_DN3981_c0_g1	0.0127354191962263	5.72390625963027	0.00531095568032747	0.941904550485717
TRINITY_DN3981_c0_g2	0.409030648963321	8.15870715318916	4.4596555929873	0.0347044940683621
TRINITY_DN1577_c0_g1	0.238697322749026	6.17377720995508	0.438871357051255	0.507667706845075
TRINITY_DN239907_c0_g1	-1.52549082736169	3.12000391816893	8.8030223412526	0.00300731946390489
TRINITY_DN5281_c0_g4	0.395098193749464	4.46777455272014	0.82319752257585	0.364246941061771
TRINITY_DN5281_c0_g5	0.280458809049962	1.33707583985429	0.779229280397306	0.377376956907838
TRINITY_DN5281_c0_g2	0.275065320857354	7.06145754833705	1.2717871338462	0.259431682382783
TRINITY_DN19717_c0_g1	-0.130533239495992	2.18261960820981	0.0855196037593604	0.769952254398865
TRINITY_DN3419_c1_g2	-0.272028746857551	1.21990168227121	0.7936526889789	0.372997912871009
TRINITY_DN3419_c1_g3	0.317891757941225	0.639732897979544	0.994681027926447	0.318600975373635
TRINITY_DN10731_c0_g1	0.267334759221067	3.59276718931252	0.401860969366023	0.526129736519516
TRINITY_DN6197_c1_g2	0.736786943686023	0.723495779867193	3.22199121276472	0.0726551994459705
TRINITY_DN245113_c0_g1	0.158023579188089	0.826382821646816	0.202281475245822	0.652885573104169
TRINITY_DN6263_c0_g1	0.146404199233323	5.55242355339638	0.232236280706177	0.629870595024546
TRINITY_DN6263_c0_g2	0.110075996247507	3.15928957953223	0.0625425564289586	0.80252153967788
TRINITY_DN6263_c0_g3	-0.679432107099756	1.87138971082102	0.898972955443742	0.343057248866102
TRINITY_DN10665_c1_g1	-0.511187754387067	7.94988745724172	6.30893082578955	0.0120131262948603
TRINITY_DN31165_c0_g1	0.244706816633527	4.78222020995993	0.545498250593567	0.460162963054599
TRINITY_DN22641_c0_g1	0.196473221833132	0.597764663642824	0.208279631395206	0.648119165712889
TRINITY_DN21114_c0_g1	-0.0374734095347492	3.28567047982859	0.0173845668460366	0.895102504489171
TRINITY_DN8772_c0_g1	-0.0253014248746127	3.30347258248214	0.00888327497227692	0.924909671888763
TRINITY_DN8772_c0_g2	-0.172664454717091	6.30249949124901	0.809113710999195	0.368382412088328
TRINITY_DN22784_c0_g3	0.103312821127469	1.42026873254045	0.155968635370536	0.692895548423814
TRINITY_DN22784_c0_g4	-0.391137619854732	1.83301583635492	1.16835085319246	0.279740355030308
TRINITY_DN22784_c0_g1	-0.106468689108769	6.08820221551544	0.344054704103911	0.557498068080666
TRINITY_DN2490_c0_g1	-0.196657160836868	4.42231127762722	0.161699230755346	0.6875968707196
TRINITY_DN7859_c0_g2	-0.0557321486753833	0.357361143780731	0.0145984818895322	0.903830299450774
TRINITY_DN7859_c0_g3	0.380300877265218	1.21341979082678	1.75588453317873	0.185138671485547
TRINITY_DN7859_c0_g4	0.240838090945368	1.21286460917201	0.663510386326145	0.415323373599419
TRINITY_DN58984_c0_g1	0.284209356908456	0.723455066549784	0.228519142490686	0.632624042521651
TRINITY_DN12788_c0_g1	-0.0628570389903657	1.4346119293851	0.0342408257024367	0.853195491364306
TRINITY_DN187386_c0_g1	0.162444329629523	0.654822333986009	0.0978097318265725	0.754474043656788
TRINITY_DN76305_c0_g1	-0.0895170496427467	1.98163268666999	0.0734486475098581	0.786380180474256
TRINITY_DN177806_c0_g1	-0.117897407152089	0.241127007364521	0.109128534983485	0.741138475781171
TRINITY_DN26611_c3_g1	0.168483930106956	0.130958275538063	0.138301936288572	0.709974986926929
TRINITY_DN7102_c0_g1	0.247724289822709	3.62823770513695	0.591772971098422	0.441734339600321
TRINITY_DN8314_c0_g1	0.101060502290353	5.50322711616915	0.223631567028516	0.636286669577997
TRINITY_DN294829_c0_g1	-0.284942993564498	1.45894105239224	1.10388455194055	0.293415185322704
TRINITY_DN8314_c0_g3	-0.0894814239906021	1.43176838157798	0.0186540907810908	0.891362802285078
TRINITY_DN5610_c0_g1	0.0940818373755566	0.804821150577737	0.0225200204514877	0.88071197620123
TRINITY_DN254797_c0_g1	0.209094326234398	1.37797972489177	0.363446510080188	0.546598334745223
TRINITY_DN5207_c0_g2	-0.0422194799910089	0.320883754731035	0.00435550188975853	0.947380829859093
TRINITY_DN6685_c0_g1	-0.180601600969738	6.31497494419745	1.12772470822537	0.288261183555038
TRINITY_DN37919_c0_g1	0.451134304984551	3.8584545326287	2.58822251738805	0.107661095339159
TRINITY_DN34799_c0_g2	0.371099430218482	0.280167081024186	0.787020820386417	0.37500248690664
TRINITY_DN84914_c0_g1	0.779577145417114	2.91825593069593	2.32959953641257	0.126934528822415
TRINITY_DN88953_c0_g1	0.209403277406745	2.55952743047028	0.53012115269207	0.4665559288368
TRINITY_DN17331_c0_g1	0.013954938895031	3.18421997771095	0.00302306375017025	0.956152489399925
TRINITY_DN17331_c0_g2	0.643566411185057	0.788186723042836	4.06832587767791	0.0436945593212036
TRINITY_DN30691_c0_g1	0.103737196357377	0.235365762913037	0.0973139509442298	0.755077123672222
TRINITY_DN2789_c0_g1	0.353128043641236	5.54664666407063	1.53474705356431	0.215401392417759
TRINITY_DN1283_c2_g1	0.428464671848528	3.11279794854433	3.21742613639031	0.0728581074363053
TRINITY_DN24470_c1_g1	-0.806112776204567	1.82425082600153	1.21221287444592	0.270894310190232
TRINITY_DN1283_c2_g2	0.0141152468318083	0.829666645370874	0.00184407637761197	0.96574720214843
TRINITY_DN5207_c0_g1	0.385268597063658	2.68117642537885	0.750487223224354	0.386322016852319
TRINITY_DN12261_c0_g1	0.14752153048233	6.69036944625545	0.770904395800841	0.379937415593548
TRINITY_DN9054_c0_g2	0.156050078957186	4.25526914502943	0.471511820317577	0.492292481500164
TRINITY_DN89184_c0_g2	-0.364148404156239	0.781525642098868	1.17154377208539	0.279084263856405
TRINITY_DN84393_c0_g1	3.10668385259346	1.91879055766123	8.93097621443551	0.0028037445160902
TRINITY_DN58095_c2_g1	-0.15756350109846	0.985296096913595	0.0710681839744325	0.789787808109696
TRINITY_DN49722_c0_g1	0.32219347598725	3.69378700811821	0.455585428492803	0.499694388597781
TRINITY_DN8177_c0_g1	0.162500703393206	3.27608038522348	0.234194102212784	0.62843125358375
TRINITY_DN8177_c0_g2	-0.134538477766383	5.42586671113115	0.647278458974287	0.421087385243035
TRINITY_DN3299_c0_g1	-0.203016268279091	5.72549869691534	0.362813998143537	0.546947551357574
TRINITY_DN10177_c2_g1	-0.304971385038881	2.13789931269088	1.30335701593046	0.253600935356003
TRINITY_DN16525_c1_g1	-0.267009661399606	3.18764520899757	0.277149871952151	0.598575405625948
TRINITY_DN124002_c0_g1	0.324545714048801	2.31237350369967	1.04253980898159	0.307231514388627
TRINITY_DN26519_c0_g1	-0.4334875012907	3.92817738846158	1.5864677348924	0.20783152274715
TRINITY_DN49865_c0_g1	-0.718469397465671	2.17707591640108	4.09883797377413	0.0429126975903083
TRINITY_DN23815_c0_g1	0.486840794880323	2.46549347823583	2.23386293366776	0.135015915708437
TRINITY_DN25010_c0_g1	-0.726803605117424	1.15916537083859	1.92139159448443	0.165703332966868
TRINITY_DN269_c1_g1	-0.396177186064305	1.31839733349423	0.940767275324729	0.332080596171927
TRINITY_DN21449_c0_g1	-0.0390327334285308	4.65437739282633	0.0533523161328011	0.817329405049508
TRINITY_DN10034_c2_g1	0.340164861899467	3.85373781159024	0.910507315636913	0.339979848785156
TRINITY_DN8736_c0_g1	0.0273772381715675	2.4975594924666	0.0108589368952448	0.917005695685264
TRINITY_DN335_c0_g2	0.402624611644422	2.88679470050065	2.76445885043916	0.0963792741579787
TRINITY_DN6443_c4_g1	0.54804923354738	0.875405412141254	4.09858439961887	0.0429191343540594
TRINITY_DN14962_c0_g1	-0.598222081982702	2.69569313731793	3.156429693373	0.0756284164684055
TRINITY_DN123950_c0_g2	0.305192709017678	0.830081030248883	0.343911181876454	0.55758026694813
TRINITY_DN765_c5_g1	0.0103648503749055	1.61666715232394	0.000371759463714483	0.984616889141776
TRINITY_DN21306_c0_g1	0.488733794540463	5.27248263964204	2.64110096605538	0.104131358657296
TRINITY_DN2646_c0_g1	0.11754396358303	8.22526509267507	0.249233757934348	0.617615129499741
TRINITY_DN2646_c0_g2	0.0685346636300704	3.49022441273479	0.0393040216989995	0.842847576752376
TRINITY_DN56266_c1_g1	-0.169975327339591	1.5710823690344	0.46612978346419	0.494773058036764
TRINITY_DN238789_c0_g1	-0.245189682803619	0.737018988505039	0.732025869767375	0.392227312414742
TRINITY_DN5473_c0_g2	0.0368492267063173	5.48768295741411	0.0442269315947632	0.833431973693664
TRINITY_DN19196_c0_g1	0.0969843975204927	5.18032894637673	0.213779754614386	0.64382086456858
TRINITY_DN31637_c0_g1	0.200278264192694	4.73323285121223	0.740947388340402	0.389357564781435
TRINITY_DN31637_c0_g2	0.24668070133308	1.02833326964006	0.891425058346172	0.345091422610944
TRINITY_DN2311_c0_g1	0.242634619049923	1.90044071002254	0.951531321881409	0.329329818588887
TRINITY_DN7437_c0_g2	-0.0442275301729728	7.13719352115811	0.0681406249754701	0.794063516937061
TRINITY_DN5194_c0_g5	-0.0504764718232341	1.24148748149078	0.0221789372029573	0.881612068067835
TRINITY_DN5194_c0_g1	-0.211347341041567	4.2083620398928	0.855680939861298	0.354950179213312
TRINITY_DN430_c5_g1	1.51189494352632	1.0857396823764	6.90375070928561	0.00860151084062737
TRINITY_DN174910_c0_g1	0.0559843180069665	5.43887962887651	0.125644699725539	0.722991207857029
TRINITY_DN114272_c0_g1	0.389416777684316	3.44470749320653	2.12269921218553	0.14513057014476
TRINITY_DN63556_c0_g1	0.631002856694007	4.42780211764796	2.03500663413958	0.153713513749474
TRINITY_DN8580_c0_g1	-0.308968565831633	0.304970692842976	0.827823409522228	0.36290266883482
TRINITY_DN8580_c0_g2	-0.116229314348642	5.97208231008164	0.439897955228684	0.507171712133323
TRINITY_DN67260_c0_g1	0.168808360997524	2.14216788182339	0.120099971098121	0.728926088121759
TRINITY_DN6071_c0_g1	0.0309762836095477	2.1100172685522	0.00994602874172301	0.920558858479684
TRINITY_DN51909_c1_g1	0.928766345688812	0.347942892020442	4.13159771968902	0.042089594847854
TRINITY_DN6071_c0_g2	-0.432080835086726	1.00740772250342	0.455064530650326	0.499939650079334
TRINITY_DN9389_c0_g1	0.311167274699446	0.379976919044012	0.271042195952674	0.602633513825851
TRINITY_DN527_c0_g1	0.0316593708165888	5.70780002855268	0.0130814216865929	0.908941289723355
TRINITY_DN22411_c0_g2	-0.51406203577707	3.41296615697101	0.86247376378854	0.353047351118048
TRINITY_DN12645_c0_g1	-0.0790027439571018	3.23586141107606	0.0829527078562453	0.773335166747062
TRINITY_DN12645_c0_g2	-0.625382761601975	0.264640211699806	3.7253137338711	0.0535935587624777
TRINITY_DN22411_c0_g1	-0.484096605170741	3.78503600851507	2.3215817617358	0.127590224598334
TRINITY_DN44460_c0_g2	-0.343202022848496	3.28198074872589	1.17913882888763	0.277531382611882
TRINITY_DN44460_c0_g3	0.451299038748211	1.74205319220033	1.44323702292691	0.229616237257134
TRINITY_DN18648_c0_g2	0.150517151084574	0.501210403847046	0.233195177857512	0.629164706832921
TRINITY_DN104084_c0_g1	-0.429416859220602	2.55573037013314	1.67485369195917	0.195609681661059
TRINITY_DN40197_c0_g3	0.0275758278147081	0.698658112927079	0.00744014139206328	0.931262712889873
TRINITY_DN67732_c0_g2	0.16772529157897	4.2280059465123	0.336908548184145	0.56161912520363
TRINITY_DN38552_c0_g1	0.207155202118681	2.25868177750312	0.510955005797985	0.474725733385114
TRINITY_DN4847_c5_g1	-1.38760632318923	0.596235866201978	11.9555288906777	0.000544854592162607
TRINITY_DN46182_c0_g2	-0.0436936786480945	2.32803844089975	0.00935420228341322	0.922951039742982
TRINITY_DN38552_c0_g4	0.338026965235494	2.5365670189372	0.720699614569881	0.395914518752978
TRINITY_DN63748_c0_g1	0.729038415070774	4.79216381902248	6.05904961314252	0.0138352120186071
TRINITY_DN43775_c0_g2	0.916148313971603	2.31029021866493	2.52985009081957	0.11171082879966
TRINITY_DN11120_c1_g1	0.371597251805803	1.03737487136487	0.786660422849131	0.375111854392566
TRINITY_DN153237_c0_g2	2.34724320554111	4.11059861201186	4.6868780295141	0.0303938225025157
TRINITY_DN6038_c2_g1	-0.409713601673636	0.675067100332813	1.05541270118746	0.304263778196999
TRINITY_DN10435_c1_g1	0.38701414410872	5.64247289325912	1.35205860441119	0.244918551009206
TRINITY_DN3101_c0_g1	0.187400178024014	3.88725640655315	0.194387336929125	0.659289887252275
TRINITY_DN4138_c0_g1	-0.183934970386493	4.77665189000288	0.551092722006132	0.457871551976608
TRINITY_DN317545_c0_g1	0.00824773665473792	1.38859735848226	0.00154230830805435	0.968673344152056
TRINITY_DN3619_c6_g1	0.452904317609949	2.50746051952409	3.56219126996311	0.0591096602741071
TRINITY_DN8401_c0_g1	0.350098428923844	3.28042507370256	2.47917004166182	0.115363114203223
TRINITY_DN29192_c0_g1	-0.325218930029784	0.579079128226836	0.301372721350322	0.583023124900498
TRINITY_DN61538_c1_g1	-0.374773834702151	0.786289685033432	1.22516819409197	0.268348771328287
TRINITY_DN58018_c0_g1	-0.279271426704769	0.369907780412932	0.82640239846296	0.363314880152642
TRINITY_DN76678_c0_g1	0.295487871508941	0.495226896843787	0.317374429410815	0.573189805472984
TRINITY_DN7716_c0_g1	-0.176750587194245	2.90275237056082	0.0475348850519453	0.827409660587361
TRINITY_DN7716_c0_g2	0.0727741201030763	4.03065342587479	0.033446018425872	0.854890193656877
TRINITY_DN11384_c0_g1	0.18550691679393	6.03704763267062	0.42880861860899	0.512574120675507
TRINITY_DN16862_c2_g1	-0.817352049541633	1.28115426156257	2.44193392119397	0.118130505848986
TRINITY_DN37291_c0_g1	-0.180094435804612	3.29614006674563	0.549237870751174	0.458629267017356
TRINITY_DN98211_c0_g1	0.36280075250626	1.74487437634183	1.30820790643368	0.252719380138812
TRINITY_DN35676_c0_g1	-0.63161189594299	1.67925776346862	2.72631833487399	0.0987065890529376
TRINITY_DN29154_c0_g2	-0.179194005602944	1.84835342463377	0.167540054814621	0.682307356631477
TRINITY_DN9611_c0_g1	0.114128696617534	2.65909620010747	0.0462308074450135	0.829756789130845
TRINITY_DN4562_c1_g2	-0.0429166029638401	4.83078775221449	0.0272224197587079	0.868950136448479
TRINITY_DN4562_c1_g1	-0.0675153991781239	3.10312621263152	0.0757883236842929	0.783088228903267
TRINITY_DN14312_c0_g1	-0.0358467785852402	4.1862693672064	0.043607515022718	0.834585537778138
TRINITY_DN14_c3_g1	-0.109453387347331	0.426079061165668	0.111166240652874	0.738820274070483
TRINITY_DN9161_c1_g2	0.454207336400832	4.09392396452868	1.1419735543375	0.28523569150459
TRINITY_DN6493_c0_g1	-0.163785955461773	4.50873964487197	0.213524904924453	0.644018537119741
TRINITY_DN15014_c0_g1	0.198620349410038	2.81607423833357	0.340070127340439	0.559788745887188
TRINITY_DN10049_c0_g3	0.111336238646857	2.92480987215548	0.127272846665951	0.721276573748207
TRINITY_DN5051_c0_g1	0.063181559530988	6.74276873273515	0.0806006578288532	0.776485062346401
TRINITY_DN7475_c0_g1	0.00869192401753509	1.14619648257168	0.000473128884374674	0.982646161655999
TRINITY_DN20275_c0_g1	1.33501164409887	1.44539108740103	4.67663443798612	0.0305755950161466
TRINITY_DN11877_c1_g1	0.280691166396757	4.45005071264627	1.41019290669034	0.2350243722761
TRINITY_DN32377_c0_g1	-0.260191676404975	1.38179914924228	0.156822917073526	0.692098585349371
TRINITY_DN5158_c0_g2	-0.396181466552186	0.285925945133605	1.92464591650523	0.165345400782935
TRINITY_DN17090_c0_g1	0.10328098694152	5.30096749946997	0.404110638679034	0.524973951182763
TRINITY_DN10328_c0_g1	-0.299540869613343	1.1493834170151	0.632421965178684	0.426468310518389
TRINITY_DN2930_c3_g1	-0.344525180221744	1.41776942520839	0.266290907179343	0.605830785931092
TRINITY_DN27204_c0_g2	-0.466843763253868	2.71108923432347	1.5800830101116	0.208748736965104
TRINITY_DN1427_c6_g3	-0.999822593011613	0.188434410606638	4.3992810840225	0.0359540839640914
TRINITY_DN39677_c0_g1	0.00293121943574499	0.175507187431903	6.35428429092144e-05	0.993639829139393
TRINITY_DN65_c1_g1	-0.700067971087689	3.45211800479626	2.60865646088146	0.10628177174117
TRINITY_DN3858_c0_g2	0.0782166166325641	4.98316270416581	0.161124260657235	0.68812353981491
TRINITY_DN6419_c0_g1	0.161765505441673	4.36058743232352	0.72730297384169	0.393758798961271
TRINITY_DN798_c2_g2	0.616545441990773	4.48677836688325	2.71375032917889	0.0994868553009549
TRINITY_DN798_c2_g4	0.710550262166784	3.1640019030543	1.93322729308433	0.164405794884067
TRINITY_DN13893_c0_g1	-0.380930567820861	3.53141720526186	1.75743408306817	0.184944887372147
TRINITY_DN15801_c0_g1	0.881021281197024	1.38077483331968	3.88634958730891	0.0486801230561144
TRINITY_DN15801_c0_g2	0.748575229430973	2.18973557263628	5.74043156230794	0.0165787185576237
TRINITY_DN41496_c0_g3	0.114500544199039	3.88021203235006	0.211826548620751	0.645339525399737
TRINITY_DN31656_c1_g1	0.488443305686948	1.96423323811939	3.13713511993087	0.0765281212699261
TRINITY_DN13893_c0_g2	-0.18364757275881	1.10753789869509	0.366043452811727	0.545168863922662
TRINITY_DN70917_c0_g1	-0.366092578147915	3.51214277316192	2.03662774289508	0.153549726241412
TRINITY_DN13893_c0_g3	-0.399752874385937	0.300017981345951	2.13802888145317	0.143686407763681
TRINITY_DN82671_c0_g1	0.3767728218214	4.83226953058482	1.3871982703881	0.238878815037795
TRINITY_DN82671_c0_g2	0.494343695524298	2.57858883998072	2.64908528446921	0.103609499406317
TRINITY_DN49127_c0_g1	0.137017408801683	7.18025857844618	0.313114548918819	0.575775232828968
TRINITY_DN33605_c3_g1	0.207883040872876	2.78730787617218	0.178732398118573	0.672464868195486
TRINITY_DN25682_c1_g1	-0.429659345229695	1.89260097977174	1.21158952165079	0.271017549533805
TRINITY_DN65048_c0_g1	0.529088201191209	1.37631933768031	0.474624404847969	0.490867383390107
TRINITY_DN65048_c0_g2	0.567731444471897	0.439429345223268	2.24438203271762	0.134100471960865
TRINITY_DN37217_c0_g1	0.0753405258360778	5.10020030626438	0.153504121555538	0.695208935774373
TRINITY_DN83809_c0_g1	0.249721140768484	0.825341749076305	0.316487689018974	0.573726100269741
TRINITY_DN85109_c0_g1	0.469532419589269	1.74203780660795	2.83950909987141	0.0919723081657714
TRINITY_DN23450_c1_g1	-0.170055391400282	0.66996570223818	0.11809640659628	0.731108331260714
TRINITY_DN16760_c4_g1	0.331653909525852	0.216140082255257	1.30581063344045	0.253154566102446
TRINITY_DN69789_c0_g2	-0.021651102158384	1.24606803533313	0.00505724586997047	0.943306774890683
TRINITY_DN82827_c0_g1	0.294979142917479	2.16507081915545	0.33515999299604	0.562636378657698
TRINITY_DN82827_c0_g3	-0.0117724891953545	2.26549779760928	0.00138981856277098	0.970261536478315
TRINITY_DN1472_c0_g1	0.425913710638749	0.840288973171023	0.391751049329095	0.53138040912385
TRINITY_DN11156_c0_g1	0.0255963561019122	6.70585171571971	0.0175994557173169	0.894459953130059
TRINITY_DN1472_c0_g2	0.142965408428336	6.78880880586221	0.488241275990973	0.48471288154405
